age,business_travel,daily_rate,department,distance_from_home,education,education_field,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager,attrition
26,travel_rarely,267,research_&_development,32,4,life_sciences,1,female,62,3,3,manufacturing_director,1,married,8846,9411,1,yes,15,3,4,2,21,3,4,25,17,5,3,no
55,travel_rarely,455,sales,2,3,technical_degree,2,female,63,3,3,manager,1,married,9220,20358,1,yes,22,3,3,0,2,2,2,2,2,0,2,no
28,travel_frequently,600,research_&_development,1,1,life_sciences,1,female,97,2,2,research_director,4,married,3682,20026,7,no,13,3,4,0,0,1,2,0,0,3,6,no
39,travel_rarely,1391,sales,1,3,marketing,2,male,102,4,3,sales_representative,4,divorced,4551,2475,5,yes,11,3,2,0,1,2,3,1,0,1,1,no
50,travel_rarely,1152,research_&_development,13,4,life_sciences,1,female,116,4,2,manufacturing_director,4,divorced,8097,3729,3,no,16,3,2,0,4,3,2,4,4,0,1,no
53,travel_rarely,510,sales,17,2,medical,3,female,110,3,4,sales_representative,4,married,3927,14887,0,no,13,4,2,0,11,3,3,13,10,6,4,no
40,travel_rarely,815,research_&_development,10,3,life_sciences,4,female,75,2,1,laboratory_technician,2,single,7535,12570,0,no,11,4,3,1,1,1,3,1,0,7,17,no
51,travel_frequently,1709,research_&_development,22,2,marketing,4,female,116,4,2,healthcare_representative,3,divorced,3005,13944,1,yes,18,3,2,0,7,3,3,7,5,1,9,no
26,travel_rarely,348,human_resources,11,1,life_sciences,3,female,55,4,1,manager,3,single,1817,9511,0,yes,13,3,3,0,2,0,4,2,1,1,2,no
41,travel_rarely,1146,sales,4,3,medical,4,male,43,3,2,sales_executive,4,single,9771,4731,1,no,15,3,4,2,2,3,3,2,1,5,4,no
25,travel_rarely,943,research_&_development,1,5,life_sciences,1,male,95,3,1,research_scientist,4,divorced,10746,17219,1,yes,17,4,4,1,7,5,3,8,6,1,3,no
24,travel_rarely,296,sales,28,3,marketing,1,female,76,2,1,manager,3,single,5212,7664,2,no,11,3,1,0,4,2,2,5,4,0,2,yes
53,travel_frequently,631,human_resources,1,3,technical_degree,2,male,35,2,2,human_resources,1,single,2139,23327,5,no,19,3,1,0,11,3,2,12,11,1,3,yes
35,travel_rarely,248,research_&_development,7,5,life_sciences,4,male,78,2,2,research_scientist,2,single,1249,8144,2,no,24,4,2,1,1,4,3,1,1,3,1,yes
20,travel_rarely,974,sales,3,3,technical_degree,4,female,77,2,1,manager,2,divorced,14557,20429,3,no,20,3,4,1,10,3,3,11,6,4,1,no
45,travel_frequently,666,research_&_development,2,3,medical,3,male,91,4,2,research_scientist,4,married,8293,24423,3,no,11,4,2,0,0,3,3,0,0,6,4,yes
23,travel_frequently,1609,research_&_development,10,2,life_sciences,3,female,45,3,5,research_director,1,married,5150,18498,2,no,15,4,3,2,1,3,3,1,1,0,8,no
38,travel_rarely,1363,research_&_development,2,3,medical,3,male,92,2,1,healthcare_representative,2,single,6048,14686,2,yes,11,3,3,1,7,2,2,8,3,2,1,yes
45,travel_rarely,568,research_&_development,25,3,life_sciences,2,male,42,3,2,research_scientist,2,married,1140,14985,6,yes,19,4,2,2,13,4,1,14,11,0,4,yes
57,travel_frequently,268,sales,5,3,marketing,3,male,39,2,1,sales_representative,4,married,9492,17236,3,no,19,3,1,0,2,3,4,2,2,2,2,no
18,travel_rarely,390,sales,12,4,marketing,3,female,66,3,1,sales_executive,3,single,13916,3103,4,yes,16,3,3,0,2,4,1,2,1,1,1,yes
53,travel_rarely,211,research_&_development,12,3,life_sciences,1,male,42,3,3,research_director,3,married,4622,14826,4,no,11,3,1,0,5,3,4,6,2,0,3,no
38,non-travel,752,research_&_development,11,1,medical,1,male,103,2,2,manufacturing_director,3,single,16270,9873,2,yes,15,3,1,0,1,3,3,1,1,2,11,no
60,travel_frequently,919,research_&_development,24,4,technical_degree,4,female,40,2,2,healthcare_representative,1,divorced,7155,16695,3,yes,11,3,3,0,11,3,4,12,8,0,1,no
52,travel_frequently,1508,research_&_development,3,3,human_resources,3,female,65,3,1,laboratory_technician,2,married,13640,9234,2,yes,15,4,3,0,10,3,3,11,10,0,5,no
30,travel_rarely,222,research_&_development,1,4,medical,2,male,60,3,3,manufacturing_director,4,divorced,8872,23765,4,no,14,3,1,1,1,3,2,1,0,1,1,no
27,travel_frequently,1069,research_&_development,1,3,human_resources,3,female,59,3,3,research_director,4,single,8152,21126,6,no,19,4,3,0,4,4,3,5,1,3,6,no
27,travel_rarely,1188,research_&_development,21,1,medical,4,male,94,4,1,healthcare_representative,3,divorced,12985,9918,2,no,14,3,2,0,10,5,3,11,6,0,5,no
30,travel_rarely,1568,research_&_development,33,3,life_sciences,3,male,109,3,1,laboratory_technician,2,married,10749,17062,5,yes,21,3,3,3,2,2,2,2,1,0,5,yes
54,travel_rarely,1360,research_&_development,4,3,technical_degree,1,female,36,3,1,manufacturing_director,4,married,8864,23330,5,no,16,3,4,0,7,2,3,8,4,0,17,yes
55,travel_rarely,1556,research_&_development,12,2,medical,3,female,62,4,3,laboratory_technician,3,divorced,1217,14705,1,no,12,3,4,1,0,3,2,0,0,2,0,no
41,travel_frequently,1168,sales,1,3,medical,3,female,99,2,1,manager,1,married,2218,7479,3,yes,14,3,2,1,6,3,3,7,5,0,1,yes
19,travel_frequently,398,sales,1,3,medical,1,male,55,3,2,sales_representative,2,single,9178,18338,2,no,20,4,3,3,1,3,3,1,0,3,3,no
39,travel_rarely,422,research_&_development,11,3,technical_degree,2,female,76,4,1,research_scientist,4,married,12224,16518,2,no,20,3,4,2,12,3,2,14,11,5,3,no
34,non-travel,1214,research_&_development,1,2,technical_degree,3,male,68,4,1,manufacturing_director,3,married,7515,17111,1,yes,11,3,1,1,3,3,2,3,1,1,6,no
53,non-travel,1040,sales,6,3,life_sciences,3,female,40,2,1,sales_representative,4,married,5240,20930,3,yes,11,3,3,3,2,1,2,2,0,2,0,no
31,travel_rarely,1449,sales,10,2,life_sciences,2,male,43,4,2,manager,4,single,1027,8602,7,yes,12,3,4,1,12,3,2,15,12,1,4,no
27,travel_frequently,1086,research_&_development,15,3,medical,3,female,97,1,1,research_director,1,married,4740,14253,0,yes,20,4,2,1,0,2,2,0,0,0,5,yes
52,travel_rarely,797,sales,6,2,medical,4,male,35,4,2,sales_representative,4,single,7667,14027,3,yes,20,3,3,0,3,3,2,4,3,0,0,yes
42,travel_rarely,562,sales,10,1,life_sciences,4,female,87,3,2,sales_representative,2,married,4493,14199,5,no,19,3,4,1,3,5,3,4,2,1,3,no
20,travel_rarely,561,research_&_development,7,3,technical_degree,3,male,99,2,2,research_director,4,married,4410,14082,3,no,19,3,1,1,2,2,3,2,0,5,1,no
55,travel_rarely,1025,research_&_development,1,2,medical,3,female,50,3,3,healthcare_representative,3,married,7491,22582,3,no,21,4,3,1,16,1,4,19,12,4,6,no
34,travel_rarely,1684,research_&_development,13,3,life_sciences,4,female,61,4,3,healthcare_representative,3,single,12204,12848,3,no,17,3,2,1,9,0,3,11,7,5,0,no
29,travel_rarely,127,sales,1,5,life_sciences,4,male,55,3,3,sales_executive,4,married,10367,9630,2,no,19,3,1,0,0,2,2,0,0,7,0,no
41,travel_rarely,1286,research_&_development,1,3,life_sciences,4,female,52,4,4,research_scientist,4,single,8411,24930,4,no,16,3,2,0,8,2,2,9,5,0,0,no
46,travel_rarely,1251,sales,5,3,human_resources,1,male,70,3,1,manager,4,single,8630,4311,1,yes,19,4,3,1,5,3,3,5,3,0,0,no
60,travel_rarely,951,research_&_development,19,5,life_sciences,1,male,84,3,1,laboratory_technician,2,divorced,9031,18624,6,yes,13,3,2,0,16,3,3,17,15,1,3,yes
42,travel_rarely,235,research_&_development,1,4,life_sciences,4,female,108,1,2,research_scientist,2,divorced,7280,20404,2,no,11,3,3,0,2,2,4,2,0,2,8,no
53,travel_rarely,950,research_&_development,1,4,medical,4,male,102,2,2,research_director,3,married,6389,5848,6,no,12,3,3,1,5,4,1,6,5,1,2,no
43,travel_rarely,1433,research_&_development,1,1,life_sciences,3,female,58,3,2,research_scientist,4,married,9910,10365,4,yes,13,3,1,2,4,4,3,4,3,4,0,no
55,travel_rarely,680,research_&_development,5,3,life_sciences,4,female,97,3,1,research_director,2,divorced,6567,8689,1,yes,18,3,2,0,4,2,3,5,1,2,1,no
18,travel_rarely,840,research_&_development,8,4,life_sciences,4,male,104,4,2,research_director,1,divorced,3443,19455,4,yes,21,3,1,1,4,4,4,5,1,2,1,no
37,travel_frequently,674,sales,1,4,medical,3,female,69,3,4,manager,3,single,11933,23380,2,yes,12,3,2,0,1,1,3,1,0,0,2,yes
45,travel_rarely,839,research_&_development,17,3,medical,3,male,89,3,2,healthcare_representative,3,divorced,1068,15960,5,no,25,3,2,0,9,2,3,10,7,0,2,no
33,travel_rarely,1181,sales,14,1,life_sciences,3,male,71,4,5,manager,4,married,13058,8146,1,no,14,3,3,0,4,3,3,5,0,1,4,no
34,travel_rarely,1754,sales,12,5,medical,3,female,58,3,2,manager,4,married,9632,21282,3,no,15,4,2,1,22,2,3,22,21,8,1,no
57,travel_frequently,638,human_resources,7,3,other,4,female,111,3,1,manager,4,single,4330,26057,0,no,16,3,2,1,2,0,3,2,0,0,4,no
45,travel_rarely,639,research_&_development,5,3,life_sciences,3,male,84,3,2,healthcare_representative,4,married,7588,6484,1,yes,12,3,4,0,8,2,2,9,8,2,3,no
29,travel_rarely,490,research_&_development,5,3,life_sciences,4,male,103,4,2,research_director,2,single,5904,11439,2,no,12,3,3,1,19,4,3,23,16,9,0,no
44,travel_frequently,1535,research_&_development,7,3,life_sciences,4,female,84,1,3,research_director,3,single,10359,8106,1,yes,13,3,3,1,7,2,2,8,3,0,10,yes
59,travel_rarely,967,research_&_development,1,2,medical,1,female,115,3,2,research_scientist,3,single,9796,7977,2,no,11,3,4,0,14,4,3,15,11,0,0,no
47,travel_rarely,710,research_&_development,11,3,marketing,1,female,64,3,2,research_scientist,4,divorced,8380,23762,1,yes,11,3,2,1,12,3,4,14,8,1,2,no
58,travel_rarely,899,research_&_development,4,5,life_sciences,3,female,78,4,1,healthcare_representative,1,divorced,9590,10898,3,no,14,3,4,0,3,1,3,3,2,1,11,no
51,non-travel,691,research_&_development,2,3,marketing,2,male,68,3,1,research_director,2,single,7520,12096,1,no,13,4,4,0,6,2,3,8,3,5,1,no
54,travel_rarely,125,sales,2,3,life_sciences,3,female,91,3,2,sales_representative,1,divorced,13213,22056,1,no,12,3,2,1,1,2,3,1,0,0,0,yes
23,travel_rarely,1129,research_&_development,1,4,medical,1,male,74,3,5,laboratory_technician,3,divorced,10465,22642,5,no,19,3,4,1,5,0,3,5,3,1,2,no
24,travel_frequently,929,sales,22,3,marketing,3,male,83,3,2,manager,1,married,5559,6745,1,no,11,3,4,1,1,2,4,1,0,0,1,yes
49,travel_rarely,1324,sales,1,3,life_sciences,1,female,58,3,4,sales_executive,3,single,10378,5050,4,yes,17,3,4,1,9,2,3,11,6,1,3,no
49,travel_frequently,1208,research_&_development,20,3,medical,2,male,94,1,2,healthcare_representative,4,married,9971,7875,3,yes,15,4,4,0,5,2,3,5,5,0,6,no
42,travel_rarely,1054,sales,8,1,life_sciences,1,female,53,1,1,sales_representative,3,divorced,6597,5300,2,yes,16,3,3,2,3,1,3,4,0,2,2,no
50,travel_frequently,339,human_resources,19,2,marketing,4,male,64,4,1,manager,3,married,5933,18351,6,no,11,3,1,0,2,3,3,2,2,1,4,yes
24,travel_rarely,709,human_resources,6,3,life_sciences,3,female,83,3,2,manager,4,married,11649,19307,0,no,12,4,3,1,40,2,3,46,40,2,4,no
29,travel_frequently,447,research_&_development,28,4,technical_degree,4,male,53,4,5,healthcare_representative,3,married,7727,6691,1,yes,16,3,2,1,0,4,3,0,0,1,6,yes
33,travel_frequently,689,research_&_development,2,4,life_sciences,4,male,66,3,3,research_director,2,married,8138,11259,2,no,12,3,2,1,0,2,3,0,0,1,4,no
33,travel_frequently,1125,sales,8,1,technical_degree,4,female,82,3,4,sales_executive,2,married,12865,2753,4,yes,11,3,4,1,1,3,3,1,0,4,14,yes
60,travel_rarely,687,human_resources,1,3,life_sciences,3,female,76,3,3,human_resources,3,single,15452,9899,0,no,13,3,1,2,24,4,2,29,22,0,2,no
53,travel_rarely,1396,research_&_development,6,1,marketing,4,male,51,1,2,laboratory_technician,1,single,5764,2854,3,no,14,3,4,1,27,0,4,30,27,0,0,no
30,non-travel,572,human_resources,8,3,life_sciences,1,male,89,4,3,human_resources,3,divorced,6644,10617,5,yes,17,3,1,1,7,3,3,8,5,1,2,no
24,travel_rarely,573,human_resources,10,2,technical_degree,1,female,39,3,3,manager,4,divorced,7946,3052,0,no,19,3,1,1,14,3,3,16,14,2,7,no
53,travel_rarely,908,research_&_development,5,4,life_sciences,4,male,103,3,3,research_scientist,3,single,7696,12044,2,yes,15,3,3,0,1,5,3,1,0,0,0,no
26,travel_frequently,859,sales,1,1,life_sciences,1,female,47,4,2,sales_executive,2,divorced,9305,7934,5,yes,16,3,1,1,25,3,3,30,22,1,5,no
49,travel_rarely,740,research_&_development,10,1,medical,4,male,92,3,2,laboratory_technician,2,married,5513,25277,2,no,19,3,4,2,1,2,3,1,0,0,3,no
28,travel_rarely,465,research_&_development,7,3,life_sciences,3,female,67,4,2,manufacturing_director,4,married,3080,6502,3,no,14,3,2,0,0,3,3,0,0,0,9,yes
25,travel_frequently,450,research_&_development,1,2,life_sciences,3,male,44,1,1,research_scientist,4,married,13013,3949,3,no,17,3,2,1,0,3,2,0,0,0,5,no
50,travel_rarely,131,sales,29,4,human_resources,1,female,59,4,2,sales_executive,3,divorced,9762,18832,0,no,11,3,1,1,5,2,3,6,4,5,4,yes
40,travel_frequently,309,research_&_development,30,4,other,4,female,84,4,4,research_scientist,2,divorced,5713,7715,6,no,12,3,2,0,10,4,2,12,8,3,8,no
42,travel_rarely,306,human_resources,20,1,life_sciences,3,male,109,3,2,human_resources,4,single,8882,4366,2,no,21,3,1,1,3,3,3,3,0,0,9,no
25,travel_rarely,779,research_&_development,19,3,human_resources,3,female,72,3,2,manufacturing_director,2,divorced,13449,22672,5,yes,19,4,3,3,26,0,2,29,25,0,1,no
39,travel_rarely,402,research_&_development,1,5,medical,3,male,85,4,1,research_director,1,single,4495,16736,6,yes,18,3,3,0,3,4,3,4,0,0,10,yes
21,travel_rarely,271,sales,36,4,life_sciences,1,female,58,3,3,sales_representative,2,married,8369,6984,1,no,11,3,1,1,1,3,2,1,0,0,0,no
57,travel_frequently,262,research_&_development,4,5,marketing,2,female,74,1,2,laboratory_technician,3,married,2555,5256,4,no,11,3,2,1,4,3,4,4,4,3,5,yes
20,travel_frequently,596,human_resources,1,2,medical,2,female,119,4,5,manager,2,married,7313,22358,3,no,11,4,4,1,7,3,3,8,3,0,1,no
46,travel_rarely,875,sales,17,2,other,1,male,35,3,5,sales_representative,2,single,9536,8611,8,no,15,4,3,0,12,4,3,13,10,0,2,no
58,travel_rarely,174,research_&_development,2,2,life_sciences,1,female,65,3,4,manufacturing_director,1,divorced,3945,10489,3,no,17,3,3,1,4,3,3,4,3,1,7,yes
46,travel_rarely,1710,research_&_development,7,3,medical,2,male,96,1,1,manufacturing_director,3,single,6565,22443,3,yes,21,3,4,3,6,3,3,7,6,0,4,no
51,non-travel,1697,research_&_development,1,4,life_sciences,4,female,68,2,2,research_director,3,single,9799,2702,3,yes,11,4,4,0,2,6,2,2,0,1,2,yes
51,travel_frequently,296,research_&_development,6,2,life_sciences,3,male,108,3,4,healthcare_representative,1,married,9397,10170,2,no,12,3,4,1,7,2,2,8,5,2,0,no
45,travel_frequently,290,research_&_development,8,3,life_sciences,2,male,55,3,3,research_director,4,married,3554,3234,3,no,21,3,4,3,29,1,2,34,29,1,11,no
30,travel_rarely,780,research_&_development,6,2,other,3,male,53,4,4,laboratory_technician,3,divorced,8612,14447,3,no,11,3,2,1,0,3,3,0,0,0,1,yes
32,travel_rarely,286,sales,1,4,technical_degree,3,female,70,3,2,manager,1,married,9586,6968,2,yes,15,3,1,1,15,3,2,17,12,1,0,no
40,travel_rarely,521,research_&_development,6,1,marketing,3,male,53,4,2,research_scientist,2,single,7983,7090,2,no,11,3,3,3,5,3,2,6,5,3,3,no
43,travel_rarely,896,research_&_development,6,2,medical,3,female,105,3,1,laboratory_technician,4,divorced,11159,23401,0,yes,13,3,4,0,2,3,3,2,0,0,2,no
21,travel_rarely,753,research_&_development,2,3,life_sciences,2,male,94,2,3,laboratory_technician,2,married,4836,15791,2,yes,22,3,1,1,21,3,1,24,20,0,3,yes
43,travel_rarely,1491,research_&_development,25,1,life_sciences,1,male,60,3,3,healthcare_representative,1,single,8960,10267,1,no,17,3,3,1,4,3,2,4,1,0,1,no
57,travel_rarely,1536,research_&_development,4,3,life_sciences,3,male,50,3,1,manufacturing_director,3,married,3466,8329,5,no,20,3,4,0,2,4,4,2,0,1,1,yes
26,travel_frequently,763,research_&_development,19,3,life_sciences,2,male,74,3,1,laboratory_technician,3,married,1927,7290,3,no,17,3,3,1,1,3,3,1,0,0,14,yes
22,travel_frequently,1348,research_&_development,1,4,marketing,3,female,96,3,2,manufacturing_director,4,married,9597,10011,4,yes,17,3,2,0,1,4,3,1,0,0,11,no
49,travel_rarely,1057,research_&_development,3,3,medical,4,male,95,3,3,research_director,4,married,7255,17705,1,yes,11,4,2,0,12,5,1,14,8,0,7,no
37,travel_rarely,1607,research_&_development,1,3,life_sciences,3,male,94,2,1,research_scientist,4,divorced,5827,2832,3,no,23,3,1,0,6,2,3,7,2,1,6,no
28,travel_rarely,806,research_&_development,4,5,life_sciences,3,female,99,1,1,healthcare_representative,1,divorced,3718,16277,4,no,21,3,2,0,17,3,2,19,16,0,0,no
32,travel_frequently,458,research_&_development,1,5,life_sciences,4,male,54,2,1,manufacturing_director,1,married,10276,25965,3,no,12,3,1,0,1,2,4,1,0,2,2,no
49,travel_frequently,1104,research_&_development,6,3,medical,2,male,77,3,1,laboratory_technician,4,single,2237,12986,2,yes,21,3,4,1,0,4,3,0,0,1,5,no
45,travel_frequently,1670,research_&_development,4,3,human_resources,4,male,79,2,4,manufacturing_director,3,divorced,10921,5817,3,yes,19,3,4,0,0,3,4,0,0,1,1,no
39,travel_frequently,1381,sales,2,3,medical,1,male,56,4,3,sales_representative,4,married,8677,2751,0,yes,17,3,3,1,4,2,3,5,0,1,0,no
58,travel_frequently,614,research_&_development,10,3,technical_degree,4,female,61,3,3,manufacturing_director,1,married,2540,25790,1,yes,15,4,3,1,40,5,3,49,39,2,2,no
34,travel_rarely,1380,sales,28,5,medical,1,female,95,4,3,sales_representative,1,married,7513,21204,3,no,14,3,3,0,8,3,3,9,7,11,2,no
43,travel_rarely,1794,research_&_development,2,3,life_sciences,2,male,86,3,2,research_director,1,divorced,14741,11395,2,yes,21,3,1,2,2,5,3,2,0,3,0,no
24,travel_rarely,407,research_&_development,13,2,life_sciences,3,female,59,4,3,laboratory_technician,3,married,12153,21690,3,no,15,3,1,2,14,2,3,15,11,1,1,no
59,travel_frequently,451,sales,14,1,technical_degree,4,female,99,3,5,sales_representative,1,single,4443,24666,2,no,16,4,2,0,10,4,2,12,8,3,9,no
43,travel_frequently,1516,research_&_development,7,1,marketing,2,male,79,3,3,research_scientist,3,married,10113,26515,5,yes,21,3,4,3,0,3,3,0,0,1,1,no
42,travel_rarely,1415,sales,24,2,life_sciences,4,female,68,2,2,sales_representative,3,divorced,2541,4258,6,no,19,3,4,1,11,3,2,13,7,0,3,no
27,travel_rarely,1625,sales,34,2,medical,3,male,96,4,3,sales_executive,1,single,2785,10432,4,no,11,3,3,0,2,4,3,2,2,0,2,no
36,travel_frequently,982,research_&_development,5,3,medical,1,female,96,3,4,healthcare_representative,1,divorced,6855,14341,4,no,12,3,2,1,1,3,3,1,0,1,7,yes
28,travel_rarely,1284,research_&_development,10,2,medical,3,female,69,1,1,research_scientist,2,married,9610,8896,2,no,11,3,3,1,1,3,4,1,0,0,4,no
30,travel_frequently,329,sales,10,3,human_resources,3,female,87,3,2,manager,1,married,10300,23618,2,yes,16,3,3,1,4,2,3,5,0,0,0,no
25,travel_rarely,1139,research_&_development,5,2,medical,2,male,95,2,4,research_scientist,1,single,10220,6725,3,no,13,3,3,1,3,4,3,3,0,0,0,no
57,travel_rarely,265,research_&_development,3,2,medical,4,female,100,3,4,healthcare_representative,2,single,9720,5323,4,no,13,3,4,0,2,3,2,2,2,7,3,no
21,travel_rarely,225,sales,26,3,life_sciences,4,male,88,3,2,manager,3,divorced,2019,23645,5,yes,14,3,4,3,1,4,3,1,0,0,0,yes
48,travel_rarely,514,research_&_development,17,4,life_sciences,3,male,113,3,2,manufacturing_director,4,single,7142,22992,2,yes,16,3,3,2,10,2,4,11,9,1,2,no
45,travel_frequently,267,sales,1,3,life_sciences,4,female,34,3,2,sales_executive,1,married,11224,7323,1,no,13,3,3,1,32,2,3,37,30,5,2,no
28,travel_frequently,1257,sales,1,3,life_sciences,1,male,115,3,2,sales_representative,4,married,9687,22078,1,yes,18,3,4,0,10,0,3,11,8,2,0,yes
60,travel_rarely,1400,research_&_development,26,3,marketing,1,female,63,2,4,research_scientist,4,single,7606,25103,0,no,11,3,4,1,2,4,2,2,0,1,1,yes
18,travel_rarely,675,research_&_development,1,2,marketing,4,male,55,2,1,healthcare_representative,3,single,8468,13924,1,yes,11,3,3,1,1,2,3,1,0,2,1,yes
55,travel_frequently,341,research_&_development,12,3,life_sciences,4,male,99,4,2,healthcare_representative,1,married,8424,17590,2,no,12,3,3,2,1,2,3,1,0,0,0,no
41,travel_frequently,942,research_&_development,2,2,technical_degree,1,female,82,2,4,laboratory_technician,3,divorced,1180,7290,6,no,11,3,4,3,1,3,2,1,0,0,6,yes
48,travel_rarely,834,human_resources,1,3,life_sciences,2,female,98,4,2,manager,3,married,11553,20795,3,no,15,3,3,2,5,2,3,6,1,4,12,no
58,travel_frequently,938,research_&_development,1,3,life_sciences,4,female,102,2,3,healthcare_representative,4,married,7501,3015,3,no,13,3,3,1,6,4,3,7,5,0,1,no
43,travel_rarely,1256,research_&_development,5,3,life_sciences,1,female,79,3,2,laboratory_technician,4,married,8939,23265,6,no,11,4,2,2,8,3,2,9,5,3,0,no
22,travel_frequently,1323,research_&_development,1,2,life_sciences,2,male,109,3,3,research_director,3,married,1114,24248,3,yes,11,3,4,0,7,5,3,8,7,0,12,no
37,travel_rarely,1435,sales,9,4,life_sciences,3,male,82,2,5,sales_executive,3,married,12929,22368,1,no,15,3,3,0,2,1,2,2,2,2,5,no
58,travel_rarely,320,research_&_development,11,2,medical,4,male,60,3,2,research_director,4,divorced,3643,9943,1,yes,18,3,3,0,2,2,2,2,1,1,8,no
28,travel_rarely,720,sales,5,2,life_sciences,4,female,58,3,4,sales_executive,4,married,16895,22815,1,no,12,3,4,2,8,3,3,9,5,14,1,yes
