Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
31,Travel_Frequently,265,Research & Development,14,3,Technical Degree,2,Female,41,4,3,Healthcare Representative,3,Married,14312,2449,3,Yes,17,3,1,1,24,3,2,24,20,0,2,No
52,Travel_Rarely,516,Research & Development,4,4,Other,3,Female,53,1,3,Healthcare Representative,4,Single,9104,4917,2,No,15,3,1,0,3,4,2,3,0,0,1,Yes
58,Travel_Rarely,741,Sales,1,4,Medical,3,Female,85,3,1,Sales Executive,2,Single,7524,10251,2,No,20,3,4,0,24,6,3,24,20,2,3,Yes
24,Travel_Rarely,256,Research & Development,17,3,Medical,2,Male,84,3,3,Research Scientist,1,Married,7682,23596,6,No,11,3,3,0,1,2,3,1,0,0,2,No
58,Travel_Rarely,295,Research & Development,1,1,Marketing,3,Female,45,2,1,Laboratory Technician,1,Divorced,7711,17675,5,No,12,4,1,3,6,3,2,6,6,1,4,No
30,Travel_Rarely,786,Research & Development,22,4,Life Sciences,4,Male,51,3,1,Manufacturing Director,1,Single,4416,9637,1,No,15,3,1,2,1,0,4,1,0,1,4,No
35,Travel_Frequently,926,Research & Development,5,2,Medical,1,Female,73,3,3,Healthcare Representative,1,Married,1245,14220,2,No,20,3,4,1,10,5,2,10,9,1,2,No
54,Travel_Rarely,122,Research & Development,12,1,Medical,2,Male,72,2,4,Laboratory Technician,1,Married,4847,7363,4,No,11,3,3,3,10,0,3,10,9,0,1,No
30,Travel_Frequently,924,Sales,7,4,Life Sciences,4,Male,50,3,3,Manager,4,Divorced,6444,24857,4,No,11,3,3,1,0,2,2,0,0,0,0,No
53,Travel_Rarely,1124,Research & Development,2,3,Medical,1,Male,37,3,3,Laboratory Technician,4,Divorced,4556,6028,3,Yes,20,3,3,1,17,1,3,17,14,3,2,No
48,Travel_Rarely,210,Research & Development,10,4,Technical Degree,4,Female,78,2,5,Healthcare Representative,4,Single,2641,24092,6,No,24,3,1,1,1,3,3,1,1,0,1,No
19,Travel_Rarely,500,Sales,28,3,Technical Degree,3,Male,35,4,1,Manager,4,Single,4255,9179,4,No,21,4,2,1,6,2,3,6,4,3,0,No
33,Travel_Rarely,1031,Sales,13,4,Life Sciences,2,Female,76,1,5,Sales Executive,3,Divorced,9607,16126,1,No,21,3,2,0,29,3,3,29,27,3,1,No
26,Travel_Rarely,973,Research & Development,8,3,Life Sciences,1,Female,65,3,2,Research Scientist,3,Married,8744,18744,1,No,16,3,2,1,14,3,3,14,13,0,0,No
26,Travel_Rarely,230,Research & Development,29,4,Life Sciences,1,Female,52,3,3,Manufacturing Director,1,Married,7014,9411,1,Yes,15,3,4,2,21,3,4,21,17,5,3,No
55,Travel_Rarely,381,Sales,2,3,Technical Degree,2,Female,60,3,3,Manager,1,Married,8261,20358,1,Yes,22,3,3,0,2,2,2,2,2,0,2,No
28,Travel_Frequently,528,Research & Development,1,1,Life Sciences,1,Female,91,2,2,Research Director,4,Married,3104,20026,7,No,13,3,4,0,0,1,2,0,0,3,6,No
39,Travel_Rarely,1152,Sales,1,3,Marketing,2,Male,86,4,3,Sales Representative,4,Divorced,4113,2475,5,Yes,11,3,2,0,1,2,3,1,0,1,1,No
50,Travel_Rarely,1006,Research & Development,11,4,Life Sciences,1,Female,99,4,2,Manufacturing Director,4,Divorced,7433,3729,3,No,16,3,2,0,4,3,2,4,4,0,1,No
53,Travel_Rarely,445,Sales,15,2,Medical,3,Female,94,3,4,Sales Representative,4,Married,3486,14887,0,No,13,4,2,0,11,3,3,11,10,6,4,No
40,Travel_Rarely,705,Research & Development,9,3,Life Sciences,4,Female,66,2,1,Laboratory Technician,2,Single,6825,12570,0,No,11,4,3,1,1,1,3,1,0,7,17,No
51,Travel_Rarely,1420,Research & Development,21,2,Marketing,4,Female,97,4,2,Healthcare Representative,3,Divorced,2712,13944,1,Yes,18,3,2,0,7,3,3,7,5,1,9,No
26,Travel_Rarely,297,Human Resources,10,1,Life Sciences,3,Female,46,4,1,Manager,3,Single,1551,9511,0,Yes,13,3,3,0,2,0,4,2,1,1,2,No
41,Travel_Rarely,994,Sales,4,3,Medical,4,Male,36,3,2,Sales Executive,4,Single,8708,4731,1,No,15,3,4,2,2,3,3,2,1,5,4,No
25,Travel_Rarely,834,Research & Development,1,5,Life Sciences,1,Male,81,3,1,Research Scientist,4,Divorced,9581,17219,1,No,17,4,4,1,7,5,3,7,6,1,3,No
24,Travel_Rarely,257,Sales,23,3,Marketing,1,Female,64,2,1,Manager,3,Single,4607,7664,2,No,11,3,1,0,4,2,2,4,4,0,2,Yes
53,Travel_Frequently,541,Human Resources,1,3,Technical Degree,2,Male,31,2,2,Human Resources,1,Single,1938,23327,5,No,19,3,1,0,11,3,2,11,11,1,3,Yes
35,Travel_Rarely,202,Research & Development,7,5,Life Sciences,4,Male,69,2,2,Research Scientist,2,Single,1009,8144,2,No,24,4,2,1,1,4,3,1,1,3,1,Yes
20,Travel_Rarely,849,Sales,3,3,Technical Degree,4,Female,66,2,1,Manager,2,Divorced,12026,20429,3,No,20,3,4,1,10,3,3,10,6,4,1,No
45,Travel_Frequently,601,Research & Development,2,3,Medical,3,Male,86,4,2,Research Scientist,4,Married,6834,24423,3,No,11,4,2,0,0,3,3,0,0,6,4,No
23,Travel_Rarely,1410,Research & Development,9,2,Life Sciences,3,Female,39,3,5,Research Director,1,Married,4676,18498,2,No,15,4,3,2,1,3,3,1,1,0,8,No
38,Travel_Rarely,1194,Research & Development,2,3,Medical,3,Male,75,2,1,Healthcare Representative,2,Single,5408,14686,2,Yes,11,3,3,1,7,2,2,7,3,2,1,Yes
45,Travel_Rarely,487,Research & Development,22,3,Life Sciences,2,Male,34,3,2,Research Scientist,2,Married,1009,14985,6,Yes,19,4,2,2,13,4,1,13,11,0,4,Yes
57,Travel_Rarely,239,Sales,4,3,Marketing,3,Male,34,2,1,Sales Representative,4,Married,8359,17236,3,No,19,3,1,0,2,3,4,2,2,2,2,No
18,Travel_Rarely,349,Sales,10,4,Marketing,3,Female,56,3,1,Sales Executive,3,Single,12500,3103,4,No,16,3,3,0,2,4,1,2,1,1,1,No
53,Travel_Rarely,204,Research & Development,11,3,Life Sciences,1,Male,34,3,3,Research Director,3,Married,4151,14826,4,No,11,3,1,0,5,3,4,5,2,0,3,No
38,Non-Travel,611,Research & Development,10,1,Medical,1,Male,90,2,2,Manufacturing Director,3,Single,13650,9873,2,Yes,15,3,1,0,1,3,3,1,1,2,11,No
60,Travel_Frequently,828,Research & Development,21,4,Technical Degree,4,Female,37,2,2,Healthcare Representative,1,Divorced,6150,16695,3,No,11,3,3,0,11,3,4,11,8,0,1,No
52,Travel_Rarely,1280,Research & Development,2,3,Human Resources,3,Female,60,3,1,Laboratory Technician,2,Married,11500,9234,2,Yes,15,4,3,0,10,3,3,10,10,0,5,No
30,Travel_Rarely,188,Research & Development,1,4,Medical,2,Male,50,3,3,Manufacturing Director,4,Divorced,7421,23765,4,No,14,3,1,1,1,3,2,1,0,1,1,No
27,Travel_Rarely,981,Research & Development,1,3,Human Resources,3,Female,50,3,3,Research Director,4,Single,7418,21126,6,No,19,4,3,0,4,4,3,4,1,3,6,No
27,Travel_Rarely,1032,Research & Development,18,1,Medical,4,Male,80,4,1,Healthcare Representative,3,Divorced,12031,9918,2,No,14,3,2,0,10,5,3,10,6,0,5,No
30,Travel_Rarely,1334,Research & Development,29,3,Life Sciences,3,Male,88,3,1,Laboratory Technician,2,Married,8848,17062,5,No,21,3,3,3,2,2,2,2,1,0,5,Yes
54,Travel_Rarely,1108,Research & Development,3,3,Technical Degree,1,Female,31,3,1,Manufacturing Director,4,Married,7624,23330,5,No,16,3,4,0,7,2,3,7,4,0,17,Yes
55,Travel_Rarely,1303,Research & Development,10,2,Medical,3,Female,59,4,3,Laboratory Technician,3,Divorced,1009,14705,1,No,12,3,4,1,0,3,2,0,0,2,0,No
41,Travel_Rarely,1115,Sales,1,3,Medical,3,Female,87,2,1,Manager,1,Married,1978,7479,3,No,14,3,2,1,6,3,3,6,5,0,1,Yes
19,Non-Travel,359,Sales,1,3,Medical,1,Male,49,3,2,Sales Representative,2,Single,7875,18338,2,No,20,4,3,3,1,3,3,1,0,3,3,No
39,Travel_Rarely,374,Research & Development,10,3,Technical Degree,2,Female,69,4,1,Research Scientist,4,Married,10903,16518,2,No,20,3,4,2,12,3,2,12,11,5,3,No
34,Non-Travel,964,Research & Development,1,2,Technical Degree,3,Male,58,4,1,Manufacturing Director,3,Married,6885,17111,1,Yes,11,3,1,1,3,3,2,3,1,1,6,No
53,Non-Travel,949,Sales,5,3,Life Sciences,3,Female,34,2,1,Sales Representative,4,Married,4726,20930,3,Yes,11,3,3,3,2,1,2,2,0,2,0,No
31,Travel_Rarely,1149,Sales,9,2,Life Sciences,2,Male,39,4,2,Manager,4,Single,1009,8602,7,Yes,12,3,4,1,12,3,2,12,12,1,4,No
27,Travel_Frequently,926,Research & Development,13,3,Medical,3,Female,90,1,1,Research Director,1,Married,4149,14253,0,Yes,20,4,2,1,0,2,2,0,0,0,5,Yes
52,Travel_Rarely,696,Sales,5,2,Medical,4,Male,30,4,2,Sales Representative,4,Single,6892,14027,3,No,20,3,3,0,3,3,2,3,3,0,0,Yes
42,Travel_Rarely,501,Sales,8,1,Life Sciences,4,Female,76,3,2,Sales Representative,2,Married,3930,14199,5,No,19,3,4,1,3,5,3,3,2,1,3,No
20,Travel_Rarely,454,Research & Development,6,3,Technical Degree,3,Male,86,2,2,Research Director,4,Married,3606,14082,3,No,19,3,1,1,2,2,3,2,0,5,1,No
55,Travel_Rarely,905,Research & Development,1,2,Medical,3,Female,43,3,3,Healthcare Representative,3,Married,6346,22582,3,No,21,4,3,1,16,1,4,16,12,4,6,No
34,Travel_Rarely,1426,Research & Development,12,3,Life Sciences,4,Female,54,4,3,Healthcare Representative,3,Single,10845,12848,3,No,17,3,2,1,9,0,3,9,7,5,0,No
29,Travel_Rarely,111,Sales,1,5,Life Sciences,4,Male,50,3,3,Sales Executive,4,Married,8554,9630,2,No,19,3,1,0,0,2,2,0,0,7,0,No
41,Travel_Rarely,1168,Research & Development,1,3,Life Sciences,4,Female,45,4,4,Research Scientist,4,Single,7357,24930,4,No,16,3,2,0,8,2,2,8,5,0,0,No
46,Travel_Rarely,1176,Sales,5,3,Human Resources,1,Male,61,3,1,Manager,4,Single,7065,4311,1,Yes,19,4,3,1,5,3,3,5,3,0,0,No
60,Travel_Rarely,820,Research & Development,18,5,Life Sciences,1,Male,74,3,1,Laboratory Technician,2,Divorced,8153,18624,6,Yes,13,3,2,0,16,3,3,16,15,1,3,No
42,Travel_Rarely,208,Research & Development,1,4,Life Sciences,4,Female,93,1,2,Research Scientist,2,Divorced,6169,20404,2,No,11,3,3,0,2,2,4,2,0,2,8,No
53,Travel_Rarely,872,Research & Development,1,4,Medical,4,Male,89,2,2,Research Director,3,Married,5266,5848,6,No,12,3,3,1,5,4,1,5,5,1,2,No
43,Travel_Rarely,1360,Research & Development,1,1,Life Sciences,3,Female,48,3,2,Research Scientist,4,Married,8714,10365,4,Yes,13,3,1,2,4,4,3,4,3,4,0,No
55,Travel_Rarely,591,Research & Development,4,3,Life Sciences,4,Female,76,3,1,Research Director,2,Divorced,5823,8689,1,Yes,18,3,2,0,4,2,3,4,1,2,1,No
18,Travel_Rarely,776,Research & Development,7,4,Life Sciences,4,Male,93,4,2,Research Director,1,Divorced,2934,19455,4,No,21,3,1,1,4,4,4,4,1,2,1,No
37,Travel_Frequently,576,Sales,1,4,Medical,3,Female,59,3,4,Manager,3,Single,10829,23380,2,Yes,12,3,2,0,1,1,3,1,0,0,2,Yes
45,Travel_Rarely,682,Research & Development,14,3,Medical,3,Male,76,3,2,Healthcare Representative,3,Divorced,1009,15960,5,No,25,3,2,0,9,2,3,9,7,0,2,No
33,Travel_Rarely,948,Sales,12,1,Life Sciences,3,Male,62,4,5,Manager,4,Married,11054,8146,1,No,14,3,3,0,4,3,3,4,0,1,4,No
34,Travel_Rarely,1417,Sales,10,5,Medical,3,Female,50,3,2,Manager,4,Married,8019,21282,3,No,15,4,2,1,22,2,3,22,21,8,1,No
57,Travel_Frequently,561,Human Resources,6,3,Other,4,Female,92,3,1,Manager,4,Single,3592,26057,0,No,16,3,2,1,2,0,3,2,0,0,4,No
45,Travel_Rarely,526,Research & Development,4,3,Life Sciences,3,Male,71,3,2,Healthcare Representative,4,Married,6572,6484,1,No,12,3,4,0,8,2,2,8,8,2,3,No
29,Travel_Rarely,430,Research & Development,4,3,Life Sciences,4,Male,90,4,2,Research Director,2,Single,5213,11439,2,No,12,3,3,1,19,4,3,19,16,9,0,No
44,Travel_Rarely,1310,Research & Development,6,3,Life Sciences,4,Female,72,1,3,Research Director,3,Single,8923,8106,1,No,13,3,3,1,7,2,2,7,3,0,10,No
59,Travel_Rarely,868,Research & Development,1,2,Medical,1,Female,97,3,2,Research Scientist,3,Single,8863,7977,2,No,11,3,4,0,14,4,3,14,11,0,0,No
47,Travel_Rarely,607,Research & Development,10,3,Marketing,1,Female,55,3,2,Research Scientist,4,Divorced,7884,23762,1,Yes,11,3,2,1,12,3,4,12,8,1,2,No
58,Travel_Rarely,729,Research & Development,3,5,Life Sciences,3,Female,62,4,1,Healthcare Representative,1,Divorced,8739,10898,3,No,14,3,4,0,3,1,3,3,2,1,11,No
51,Non-Travel,579,Research & Development,2,3,Marketing,2,Male,62,3,1,Research Director,2,Single,6155,12096,1,No,13,4,4,0,6,2,3,6,3,5,1,No
54,Travel_Rarely,115,Sales,2,3,Life Sciences,3,Female,78,3,2,Sales Representative,1,Divorced,11785,22056,1,No,12,3,2,1,1,2,3,1,0,0,0,Yes
23,Travel_Rarely,991,Research & Development,1,4,Medical,1,Male,70,3,5,Laboratory Technician,3,Divorced,10170,22642,5,No,19,3,4,1,5,0,3,5,3,1,2,No
24,Travel_Frequently,828,Sales,20,3,Marketing,3,Male,65,3,2,Manager,1,Married,5068,6745,1,No,11,3,4,1,1,2,4,1,0,0,1,Yes
49,Travel_Rarely,1218,Sales,1,3,Life Sciences,1,Female,51,3,4,Sales Executive,3,Single,8932,5050,4,Yes,17,3,4,1,9,2,3,9,6,1,3,No
49,Travel_Frequently,1112,Research & Development,19,3,Medical,2,Male,76,1,2,Healthcare Representative,4,Married,8670,7875,3,No,15,4,4,0,5,2,3,5,5,0,6,No
42,Travel_Rarely,847,Sales,7,1,Life Sciences,1,Female,49,1,1,Sales Representative,3,Divorced,5720,5300,2,No,16,3,3,2,3,1,3,3,0,2,2,No
50,Travel_Frequently,281,Human Resources,18,2,Marketing,4,Male,53,4,1,Manager,3,Married,5485,18351,6,No,11,3,1,0,2,3,3,2,2,1,4,Yes
24,Travel_Rarely,667,Human Resources,5,3,Life Sciences,3,Female,72,3,2,Manager,4,Married,10143,19307,0,No,12,4,3,1,40,2,3,40,40,2,4,No
29,Travel_Frequently,406,Research & Development,23,4,Technical Degree,4,Male,45,4,5,Healthcare Representative,3,Married,6455,6691,1,Yes,16,3,2,1,0,4,3,0,0,1,6,Yes
33,Travel_Frequently,576,Research & Development,2,4,Life Sciences,4,Male,56,3,3,Research Director,2,Married,7280,11259,2,No,12,3,2,1,0,2,3,0,0,1,4,No
33,Travel_Rarely,1000,Sales,7,1,Technical Degree,4,Female,74,3,4,Sales Executive,2,Married,10703,2753,4,Yes,11,3,4,1,1,3,3,1,0,4,14,No
60,Travel_Rarely,625,Human Resources,1,3,Life Sciences,3,Female,66,3,3,Human Resources,3,Single,14100,9899,0,No,13,3,1,2,24,4,2,24,22,0,2,No
53,Travel_Rarely,1236,Research & Development,5,1,Marketing,4,Male,42,1,2,Laboratory Technician,1,Single,4920,2854,3,No,14,3,4,1,27,0,4,27,27,0,0,No
30,Non-Travel,522,Human Resources,7,3,Life Sciences,1,Male,80,4,3,Human Resources,3,Divorced,5837,10617,5,Yes,17,3,1,1,7,3,3,7,5,1,2,No
24,Travel_Rarely,512,Human Resources,8,2,Technical Degree,1,Female,31,3,3,Manager,4,Divorced,6722,3052,0,No,19,3,1,1,14,3,3,14,14,2,7,No
53,Travel_Rarely,782,Research & Development,4,4,Life Sciences,4,Male,88,3,3,Research Scientist,3,Single,6790,12044,2,Yes,15,3,3,0,1,5,3,1,0,0,0,No
26,Travel_Rarely,717,Sales,1,1,Life Sciences,1,Female,43,4,2,Sales Executive,2,Divorced,7629,7934,5,Yes,16,3,1,1,25,3,3,25,22,1,5,No
49,Travel_Rarely,624,Research & Development,9,1,Medical,4,Male,78,3,2,Laboratory Technician,2,Married,5029,25277,2,No,19,3,4,2,1,2,3,1,0,0,3,No
28,Travel_Rarely,430,Research & Development,6,3,Life Sciences,3,Female,59,4,2,Manufacturing Director,4,Married,2701,6502,3,No,14,3,2,0,0,3,3,0,0,0,9,Yes
25,Non-Travel,373,Research & Development,1,2,Life Sciences,3,Male,38,1,1,Research Scientist,4,Married,11761,3949,3,No,17,3,2,1,0,3,2,0,0,0,5,No
50,Travel_Rarely,115,Sales,24,4,Human Resources,1,Female,53,4,2,Sales Executive,3,Divorced,8336,18832,0,No,11,3,1,1,5,2,3,5,4,5,4,Yes
40,Travel_Frequently,276,Research & Development,28,4,Other,4,Female,70,4,4,Research Scientist,2,Divorced,5244,7715,6,No,12,3,2,0,10,4,2,10,8,3,8,No
42,Travel_Rarely,259,Human Resources,17,1,Life Sciences,3,Male,89,3,2,Human Resources,4,Single,7811,4366,2,No,21,3,1,1,3,3,3,3,0,0,9,No
25,Travel_Rarely,723,Research & Development,16,3,Human Resources,3,Female,61,3,2,Manufacturing Director,2,Divorced,11998,22672,5,Yes,19,4,3,3,26,0,2,26,25,0,1,No
39,Travel_Rarely,335,Research & Development,1,5,Medical,3,Male,76,4,1,Research Director,1,Single,4135,16736,6,Yes,18,3,3,0,3,4,3,3,0,0,10,Yes
21,Travel_Rarely,242,Sales,29,4,Life Sciences,1,Female,50,3,3,Sales Representative,2,Married,7133,6984,1,No,11,3,1,1,1,3,2,1,0,0,0,No
57,Non-Travel,220,Research & Development,4,5,Marketing,2,Female,71,1,2,Laboratory Technician,3,Married,2330,5256,4,No,11,3,2,1,4,3,4,4,4,3,5,Yes
20,Travel_Frequently,483,Human Resources,1,2,Medical,2,Female,99,4,5,Manager,2,Married,6144,22358,3,No,11,4,4,1,7,3,3,7,3,0,1,No
46,Travel_Rarely,790,Sales,15,2,Other,1,Male,31,3,5,Sales Representative,2,Single,8349,8611,8,No,15,4,3,0,12,4,3,12,10,0,2,No
58,Travel_Rarely,150,Research & Development,2,2,Life Sciences,1,Female,60,3,4,Manufacturing Director,1,Divorced,3155,10489,3,No,17,3,3,1,4,3,3,4,3,1,7,Yes
46,Travel_Rarely,1495,Research & Development,6,3,Medical,2,Male,85,1,1,Manufacturing Director,3,Single,5938,22443,3,Yes,21,3,4,3,6,3,3,6,6,0,4,No
51,Non-Travel,1458,Research & Development,1,4,Life Sciences,4,Female,59,2,2,Research Director,3,Single,8899,2702,3,Yes,11,4,4,0,2,6,2,2,0,1,2,No
51,Travel_Frequently,250,Research & Development,5,2,Life Sciences,3,Male,92,3,4,Healthcare Representative,1,Married,8267,10170,2,No,12,3,4,1,7,2,2,7,5,2,0,No
45,Travel_Frequently,258,Research & Development,7,3,Life Sciences,2,Male,44,3,3,Research Director,4,Married,3027,3234,3,No,21,3,4,3,29,1,2,29,29,1,11,No
30,Travel_Rarely,705,Research & Development,5,2,Other,3,Male,47,4,4,Laboratory Technician,3,Divorced,7621,14447,3,No,11,3,2,1,0,3,3,0,0,0,1,No
32,Travel_Rarely,253,Sales,1,4,Technical Degree,3,Female,61,3,2,Manager,1,Married,8176,6968,2,Yes,15,3,1,1,15,3,2,15,12,1,0,No
40,Travel_Rarely,477,Research & Development,5,1,Marketing,3,Male,43,4,2,Research Scientist,2,Single,6823,7090,2,No,11,3,3,3,5,3,2,5,5,3,3,No
43,Travel_Rarely,783,Research & Development,5,2,Medical,3,Female,91,3,1,Laboratory Technician,4,Divorced,9768,23401,0,Yes,13,3,4,0,2,3,3,2,0,0,2,No
21,Travel_Rarely,697,Research & Development,2,3,Life Sciences,2,Male,81,2,3,Laboratory Technician,2,Married,4731,15791,2,Yes,22,3,1,1,21,3,1,21,20,0,3,Yes
43,Travel_Rarely,1173,Research & Development,22,1,Life Sciences,1,Male,51,3,3,Healthcare Representative,1,Single,7737,10267,1,No,17,3,3,1,4,3,2,4,1,0,1,No
57,Travel_Rarely,1460,Research & Development,4,3,Life Sciences,3,Male,43,3,1,Manufacturing Director,3,Married,3004,8329,5,No,20,3,4,0,2,4,4,2,0,1,1,No
26,Travel_Frequently,690,Research & Development,17,3,Life Sciences,2,Male,63,3,1,Laboratory Technician,3,Married,1698,7290,3,No,17,3,3,1,1,3,3,1,0,0,14,Yes
22,Travel_Frequently,1124,Research & Development,1,4,Marketing,3,Female,85,3,2,Manufacturing Director,4,Married,8843,10011,4,Yes,17,3,2,0,1,4,3,1,0,0,11,No
49,Travel_Rarely,877,Research & Development,3,3,Medical,4,Male,82,3,3,Research Director,4,Married,6561,17705,1,No,11,4,2,0,12,5,1,12,8,0,7,No
37,Travel_Rarely,1370,Research & Development,1,3,Life Sciences,3,Male,78,2,1,Research Scientist,4,Divorced,5109,2832,3,No,23,3,1,0,6,2,3,6,2,1,6,No
28,Travel_Rarely,733,Research & Development,4,5,Life Sciences,3,Female,92,1,1,Healthcare Representative,1,Divorced,3304,16277,4,No,21,3,2,0,17,3,2,17,16,0,0,No
32,Travel_Frequently,363,Research & Development,1,5,Life Sciences,4,Male,45,2,1,Manufacturing Director,1,Married,8981,25965,3,No,12,3,1,0,1,2,4,1,0,2,2,No
49,Travel_Frequently,943,Research & Development,5,3,Medical,2,Male,69,3,1,Laboratory Technician,4,Single,1975,12986,2,Yes,21,3,4,1,0,4,3,0,0,1,5,No
45,Travel_Frequently,1375,Research & Development,3,3,Human Resources,4,Male,67,2,4,Manufacturing Director,3,Divorced,9478,5817,3,No,19,3,4,0,0,3,4,0,0,1,1,No
39,Travel_Frequently,1177,Sales,2,3,Medical,1,Male,47,4,3,Sales Representative,4,Married,7852,2751,0,No,17,3,3,1,4,2,3,4,0,1,0,No
58,Travel_Rarely,590,Research & Development,9,3,Technical Degree,4,Female,52,3,3,Manufacturing Director,1,Married,2126,25790,1,Yes,15,4,3,1,40,5,3,40,39,2,2,No
34,Travel_Rarely,1267,Sales,27,5,Medical,1,Female,77,4,3,Sales Representative,1,Married,6877,21204,3,No,14,3,3,0,8,3,3,8,7,11,2,No
43,Travel_Rarely,1497,Research & Development,2,3,Life Sciences,2,Male,75,3,2,Research Director,1,Divorced,14461,11395,2,Yes,21,3,1,2,2,5,3,2,0,3,0,No
24,Travel_Rarely,352,Research & Development,11,2,Life Sciences,3,Female,51,4,3,Laboratory Technician,3,Married,10068,21690,3,No,15,3,1,2,14,2,3,14,11,1,1,No
59,Travel_Frequently,415,Sales,12,1,Technical Degree,4,Female,83,3,5,Sales Representative,1,Single,4015,24666,2,No,16,4,2,0,10,4,2,10,8,3,9,No
43,Travel_Rarely,1350,Research & Development,6,1,Marketing,2,Male,69,3,3,Research Scientist,3,Married,8650,26515,5,Yes,21,3,4,3,0,3,3,0,0,1,1,No
42,Travel_Rarely,1181,Sales,20,2,Life Sciences,4,Female,59,2,2,Sales Representative,3,Divorced,2252,4258,6,No,19,3,4,1,11,3,2,11,7,0,3,No
27,Travel_Rarely,1464,Sales,29,2,Medical,3,Male,84,4,3,Sales Executive,1,Single,2386,10432,4,No,11,3,3,0,2,4,3,2,2,0,2,No
36,Non-Travel,854,Research & Development,4,3,Medical,1,Female,85,3,4,Healthcare Representative,1,Divorced,6298,14341,4,No,12,3,2,1,1,3,3,1,0,1,7,Yes
28,Travel_Rarely,1108,Research & Development,9,2,Medical,3,Female,71,1,1,Research Scientist,2,Married,8154,8896,2,No,11,3,3,1,1,3,4,1,0,0,4,No
30,Travel_Rarely,265,Sales,9,3,Human Resources,3,Female,71,3,2,Manager,1,Married,8933,23618,2,No,16,3,3,1,4,2,3,4,0,0,0,No
25,Travel_Rarely,1076,Research & Development,4,2,Medical,2,Male,91,2,4,Research Scientist,1,Single,8975,6725,3,No,13,3,3,1,3,4,3,3,0,0,0,No
57,Travel_Rarely,234,Research & Development,3,2,Medical,4,Female,82,3,4,Healthcare Representative,2,Single,7984,5323,4,No,13,3,4,0,2,3,2,2,2,7,3,No
21,Travel_Rarely,182,Sales,24,3,Life Sciences,4,Male,82,3,2,Manager,3,Divorced,1658,23645,5,Yes,14,3,4,3,1,4,3,1,0,0,0,Yes
48,Travel_Rarely,451,Research & Development,14,4,Life Sciences,3,Male,93,3,2,Manufacturing Director,4,Single,6317,22992,2,No,16,3,3,2,10,2,4,10,9,1,2,No
45,Travel_Rarely,235,Sales,1,3,Life Sciences,4,Female,30,3,2,Sales Executive,1,Married,9406,7323,1,No,13,3,3,1,32,2,3,32,30,5,2,No
28,Travel_Frequently,1076,Sales,1,3,Life Sciences,1,Male,98,3,2,Sales Representative,4,Married,7829,22078,1,No,18,3,4,0,10,0,3,10,8,2,0,Yes
60,Travel_Rarely,1177,Research & Development,23,3,Marketing,1,Female,56,2,4,Research Scientist,4,Single,7046,25103,0,No,11,3,4,1,2,4,2,2,0,1,1,Yes
18,Travel_Rarely,595,Research & Development,1,2,Marketing,4,Male,46,2,1,Healthcare Representative,3,Single,7487,13924,1,No,11,3,3,1,1,2,3,1,0,2,1,No
55,Non-Travel,303,Research & Development,10,3,Life Sciences,4,Male,92,4,2,Healthcare Representative,1,Married,7437,17590,2,No,12,3,3,2,1,2,3,1,0,0,0,No
41,Travel_Rarely,811,Research & Development,2,2,Technical Degree,1,Female,70,2,4,Laboratory Technician,3,Divorced,1009,7290,6,No,11,3,4,3,1,3,2,1,0,0,6,No
48,Travel_Rarely,719,Human Resources,1,3,Life Sciences,2,Female,87,4,2,Manager,3,Married,9964,20795,3,No,15,3,3,2,5,2,3,5,1,4,12,No
58,Travel_Frequently,857,Research & Development,1,3,Life Sciences,4,Female,86,2,3,Healthcare Representative,4,Married,6168,3015,3,No,13,3,3,1,6,4,3,6,5,0,1,No
43,Travel_Rarely,1074,Research & Development,4,3,Life Sciences,1,Female,67,3,2,Laboratory Technician,4,Married,8622,23265,6,No,11,4,2,2,8,3,2,8,5,3,0,No
22,Travel_Frequently,1139,Research & Development,1,2,Life Sciences,2,Male,95,3,3,Research Director,3,Married,1009,24248,3,No,11,3,4,0,7,5,3,7,7,0,12,No
37,Travel_Rarely,1326,Sales,8,4,Life Sciences,3,Male,74,2,5,Sales Executive,3,Married,11482,22368,1,No,15,3,3,0,2,1,2,2,2,2,5,No
58,Travel_Rarely,266,Research & Development,9,2,Medical,4,Male,52,3,2,Research Director,4,Divorced,3030,9943,1,Yes,18,3,3,0,2,2,2,2,1,1,8,No
28,Travel_Rarely,662,Sales,4,2,Life Sciences,4,Female,49,3,4,Sales Executive,4,Married,14124,22815,1,No,12,3,4,2,8,3,3,8,5,14,1,No
